path,iamgeName,ImageNorth,ImageEast,ImageLenght,ImageWidth,DateTime,AverageSpeedInteger,AvgEIRI,AvgCIRI,ImageElevation
H:/Master Research/04-Proposal for Methodology/Roadroid Survey/04- 25-08-2018 Cairo-Alex Disert Road,867363024672796_30063830_31109739_20180825063355_0_M_a9756477-e1a1-423b-9969-46eeffe1838b.jpg,30.06383,31.10973944,1440,2560,8/25/2018 6:33,107,1.6,1.3,79
,,,,,,,,,,
H:/Master Research/04-Proposal for Methodology/Roadroid Survey/04- 25-08-2018 Cairo-Alex Disert Road,867363024672796_30063894_31164033_20180825063040_0_M_a9756477-e1a1-423b-9969-46eeffe1838b.jpg,30.06389444,31.16403361,1440,2560,8/25/2018 6:30,76,1.4,1.5,35
,,,,,,,,,,
H:/Master Research/04-Proposal for Methodology/Roadroid Survey/04- 25-08-2018 Cairo-Alex Disert Road,867363024672796_30063901_31110811_20180825063352_0_M_a9756477-e1a1-423b-9969-46eeffe1838b.jpg,30.06390139,31.11081167,1440,2560,8/25/2018 6:33,106,1.4,1.5,78
,,,,,,,,,,
H:/Master Research/04-Proposal for Methodology/Roadroid Survey/04- 25-08-2018 Cairo-Alex Disert Road,867363024672796_30063976_31111911_20180825063348_0_M_a9756477-e1a1-423b-9969-46eeffe1838b.jpg,30.06397639,31.11191139,1440,2560,8/25/2018 6:33,107,2,1.7,78
,,,,,,,,,,
H:/Master Research/04-Proposal for Methodology/Roadroid Survey/04- 25-08-2018 Cairo-Alex Disert Road,867363024672796_30064020_31112832_20180825063345_0_M_a9756477-e1a1-423b-9969-46eeffe1838b.jpg,30.06402,31.1128325,1440,2560,8/25/2018 6:33,110,1.4,1.5,77
,,,,,,,,,,
H:/Master Research/04-Proposal for Methodology/Roadroid Survey/04- 25-08-2018 Cairo-Alex Disert Road,867363024672796_30064084_31113783_20180825063342_0_M_a9756477-e1a1-423b-9969-46eeffe1838b.jpg,30.06408472,31.11378361,1440,2560,8/25/2018 6:33,109,3.8,2.7,83
,,,,,,,,,,
H:/Master Research/04-Proposal for Methodology/Roadroid Survey/04- 25-08-2018 Cairo-Alex Disert Road,867363024672796_30064099_31023529_20180825064012_0_M_a9756477-e1a1-423b-9969-46eeffe1838b.jpg,30.06409917,31.02352917,1440,2560,8/25/2018 6:40,106,2.7,3.3,142
,,,,,,,,,,
H:/Master Research/04-Proposal for Methodology/Roadroid Survey/04- 25-08-2018 Cairo-Alex Disert Road,867363024672796_30064123_31114735_20180825063339_0_M_a9756477-e1a1-423b-9969-46eeffe1838b.jpg,30.06412361,31.114735,1440,2560,8/25/2018 6:33,111,1.5,0.5,77
,,,,,,,,,,
H:/Master Research/04-Proposal for Methodology/Roadroid Survey/04- 25-08-2018 Cairo-Alex Disert Road,867363024672796_30064186_31162766_20180825063045_0_M_a9756477-e1a1-423b-9969-46eeffe1838b.jpg,30.06418639,31.16276639,1440,2560,8/25/2018 6:30,79,1.9,1.9,46
,,,,,,,,,,
H:/Master Research/04-Proposal for Methodology/Roadroid Survey/04- 25-08-2018 Cairo-Alex Disert Road,867363024672796_30064372_31161690_20180825063049_0_M_a9756477-e1a1-423b-9969-46eeffe1838b.jpg,30.06437278,31.16169056,1440,2560,8/25/2018 6:30,89,1.6,1.4,47
,,,,,,,,,,
H:/Master Research/04-Proposal for Methodology/Roadroid Survey/04- 25-08-2018 Cairo-Alex Disert Road,867363024672796_30064528_31119884_20180825063322_0_M_a9756477-e1a1-423b-9969-46eeffe1838b.jpg,30.06452806,31.11988444,1440,2560,8/25/2018 6:33,96,1.5,1.7,70
,,,,,,,,,,
H:/Master Research/04-Proposal for Methodology/Roadroid Survey/04- 25-08-2018 Cairo-Alex Disert Road,867363024672796_30064537_31022758_20180825064015_0_M_a9756477-e1a1-423b-9969-46eeffe1838b.jpg,30.06453722,31.02275833,1440,2560,8/25/2018 6:40,107,2,2.6,141
,,,,,,,,,,
H:/Master Research/04-Proposal for Methodology/Roadroid Survey/04- 25-08-2018 Cairo-Alex Disert Road,867363024672796_30064542_31160665_20180825063053_0_M_a9756477-e1a1-423b-9969-46eeffe1838b.jpg,30.06454194,31.16066528,1440,2560,8/25/2018 6:30,90,1.3,1.3,47
,,,,,,,,,,
H:/Master Research/04-Proposal for Methodology/Roadroid Survey/04- 25-08-2018 Cairo-Alex Disert Road,867363024672796_30064576_31120724_20180825063319_0_M_a9756477-e1a1-423b-9969-46eeffe1838b.jpg,30.06457611,31.12072417,1440,2560,8/25/2018 6:33,99,2.1,1.8,71
,,,,,,,,,,
H:/Master Research/04-Proposal for Methodology/Roadroid Survey/04- 25-08-2018 Cairo-Alex Disert Road,867363024672796_30064626_31121307_20180825063317_0_M_a9756477-e1a1-423b-9969-46eeffe1838b.jpg,30.06462611,31.12130722,1440,2560,8/25/2018 6:33,101,1.6,1.4,69
,,,,,,,,,,
H:/Master Research/04-Proposal for Methodology/Roadroid Survey/04- 25-08-2018 Cairo-Alex Disert Road,867363024672796_30064837_31158689_20180825063101_0_M_a9756477-e1a1-423b-9969-46eeffe1838b.jpg,30.0648375,31.15868972,1440,2560,8/25/2018 6:31,89,1.5,1.5,53
,,,,,,,,,,
H:/Master Research/04-Proposal for Methodology/Roadroid Survey/04- 25-08-2018 Cairo-Alex Disert Road,867363024672796_30064979_31021983_20180825064018_0_M_a9756477-e1a1-423b-9969-46eeffe1838b.jpg,30.06497944,31.02198361,1440,2560,8/25/2018 6:40,107,1.8,2.3,141
,,,,,,,,,,
H:/Master Research/04-Proposal for Methodology/Roadroid Survey/04- 25-08-2018 Cairo-Alex Disert Road,867363024672796_30065058_31157499_20180825063105_0_M_a9756477-e1a1-423b-9969-46eeffe1838b.jpg,30.06505806,31.15749944,1440,2560,8/25/2018 6:31,92,1.6,1.8,67
,,,,,,,,,,
H:/Master Research/04-Proposal for Methodology/Roadroid Survey/04- 25-08-2018 Cairo-Alex Disert Road,867363024672796_30065137_31156677_20180825063108_0_M_a9756477-e1a1-423b-9969-46eeffe1838b.jpg,30.06513694,31.1566775,1440,2560,8/25/2018 6:31,97,1.4,1.5,70
,,,,,,,,,,
H:/Master Research/04-Proposal for Methodology/Roadroid Survey/04- 25-08-2018 Cairo-Alex Disert Road,867363024672796_30065358_31155443_20180825063112_0_M_a9756477-e1a1-423b-9969-46eeffe1838b.jpg,30.06535778,31.15544306,1440,2560,8/25/2018 6:31,102,1.9,1.7,76
,,,,,,,,,,
H:/Master Research/04-Proposal for Methodology/Roadroid Survey/04- 25-08-2018 Cairo-Alex Disert Road,867363024672796_30065514_31128484_20180825063252_0_M_a9756477-e1a1-423b-9969-46eeffe1838b.jpg,30.06551417,31.12848417,1440,2560,8/25/2018 6:32,101,3.8,2,90
,,,,,,,,,,
H:/Master Research/04-Proposal for Methodology/Roadroid Survey/04- 25-08-2018 Cairo-Alex Disert Road,867363024672796_30065516_31154457_20180825063116_0_M_a9756477-e1a1-423b-9969-46eeffe1838b.jpg,30.06551667,31.15445722,1440,2560,8/25/2018 6:31,92,1.7,1.5,69
,,,,,,,,,,
H:/Master Research/04-Proposal for Methodology/Roadroid Survey/04- 25-08-2018 Cairo-Alex Disert Road,867363024672796_30065645_31129350_20180825063249_0_M_a9756477-e1a1-423b-9969-46eeffe1838b.jpg,30.065645,31.12935028,1440,2560,8/25/2018 6:32,101,1.7,2,90
,,,,,,,,,,
H:/Master Research/04-Proposal for Methodology/Roadroid Survey/04- 25-08-2018 Cairo-Alex Disert Road,867363024672796_30065661_31153438_20180825063120_0_M_a9756477-e1a1-423b-9969-46eeffe1838b.jpg,30.06566139,31.15343889,1440,2560,8/25/2018 6:31,89,1.5,1.5,74
,,,,,,,,,,
H:/Master Research/04-Proposal for Methodology/Roadroid Survey/04- 25-08-2018 Cairo-Alex Disert Road,867363024672796_30065801_31130667_20180825063245_0_M_a9756477-e1a1-423b-9969-46eeffe1838b.jpg,30.06580194,31.13066722,1440,2560,8/25/2018 6:32,105,1.7,1.6,103
,,,,,,,,,,
H:/Master Research/04-Proposal for Methodology/Roadroid Survey/04- 25-08-2018 Cairo-Alex Disert Road,867363024672796_30065826_31152420_20180825063124_0_M_a9756477-e1a1-423b-9969-46eeffe1838b.jpg,30.06582639,31.15242,1440,2560,8/25/2018 6:31,88,1.6,1.4,78
,,,,,,,,,,
H:/Master Research/04-Proposal for Methodology/Roadroid Survey/04- 25-08-2018 Cairo-Alex Disert Road,867363024672796_30065965_31131355_20180825063242_0_M_a9756477-e1a1-423b-9969-46eeffe1838b.jpg,30.06596556,31.13135556,1440,2560,8/25/2018 6:32,100,1.4,1.5,75
,,,,,,,,,,
H:/Master Research/04-Proposal for Methodology/Roadroid Survey/04- 25-08-2018 Cairo-Alex Disert Road,867363024672796_30065984_31151412_20180825063128_0_M_a9756477-e1a1-423b-9969-46eeffe1838b.jpg,30.06598472,31.15141222,1440,2560,8/25/2018 6:31,88,1.4,0.9,78
,,,,,,,,,,
H:/Master Research/04-Proposal for Methodology/Roadroid Survey/04- 25-08-2018 Cairo-Alex Disert Road,867363024672796_30066172_31019863_20180825064028_0_M_a9756477-e1a1-423b-9969-46eeffe1838b.jpg,30.06617222,31.01986361,1440,2560,8/25/2018 6:40,101,1.6,1.8,142
,,,,,,,,,,
H:/Master Research/04-Proposal for Methodology/Roadroid Survey/04- 25-08-2018 Cairo-Alex Disert Road,867363024672796_30066173_31149929_20180825063133_0_M_a9756477-e1a1-423b-9969-46eeffe1838b.jpg,30.06617361,31.14992889,1440,2560,8/25/2018 6:31,95,1.4,1.5,94
,,,,,,,,,,
H:/Master Research/04-Proposal for Methodology/Roadroid Survey/04- 25-08-2018 Cairo-Alex Disert Road,867363024672796_30066257_31019660_20180825064029_0_M_a9756477-e1a1-423b-9969-46eeffe1838b.jpg,30.0662575,31.01966028,1440,2560,8/25/2018 6:40,81,1.4,1.5,141
,,,,,,,,,,
H:/Master Research/04-Proposal for Methodology/Roadroid Survey/04- 25-08-2018 Cairo-Alex Disert Road,867363024672796_30066316_31149186_20180825063136_0_M_a9756477-e1a1-423b-9969-46eeffe1838b.jpg,30.06631667,31.14918667,1440,2560,8/25/2018 6:31,90,1.7,2.3,99
,,,,,,,,,,
H:/Master Research/04-Proposal for Methodology/Roadroid Survey/04- 25-08-2018 Cairo-Alex Disert Road,867363024672796_30066480_31148107_20180825063140_0_M_a9756477-e1a1-423b-9969-46eeffe1838b.jpg,30.06648028,31.14810722,1440,2560,8/25/2018 6:31,93,1.5,1.7,98
,,,,,,,,,,
H:/Master Research/04-Proposal for Methodology/Roadroid Survey/04- 25-08-2018 Cairo-Alex Disert Road,867363024672796_30066665_31147096_20180825063144_0_M_a9756477-e1a1-423b-9969-46eeffe1838b.jpg,30.066665,31.14709611,1440,2560,8/25/2018 6:31,89,1.5,1.8,96
,,,,,,,,,,
H:/Master Research/04-Proposal for Methodology/Roadroid Survey/04- 25-08-2018 Cairo-Alex Disert Road,867363024672796_30066778_31018958_20180825064034_0_M_a9756477-e1a1-423b-9969-46eeffe1838b.jpg,30.06677806,31.01895778,1440,2560,8/25/2018 6:40,68,1.5,1.2,138
,,,,,,,,,,
H:/Master Research/04-Proposal for Methodology/Roadroid Survey/04- 25-08-2018 Cairo-Alex Disert Road,867363024672796_30066792_31146094_20180825063148_0_M_a9756477-e1a1-423b-9969-46eeffe1838b.jpg,30.06679222,31.14609444,1440,2560,8/25/2018 6:31,88,1.9,2.3,101
,,,,,,,,,,
H:/Master Research/04-Proposal for Methodology/Roadroid Survey/04- 25-08-2018 Cairo-Alex Disert Road,867363024672796_30066812_31135712_20180825063227_0_M_a9756477-e1a1-423b-9969-46eeffe1838b.jpg,30.0668125,31.13571222,1440,2560,8/25/2018 6:32,93,1.7,2.1,74
,,,,,,,,,,
H:/Master Research/04-Proposal for Methodology/Roadroid Survey/04- 25-08-2018 Cairo-Alex Disert Road,867363024672796_30066913_31136786_20180825063223_0_M_a9756477-e1a1-423b-9969-46eeffe1838b.jpg,30.06691361,31.13678611,1440,2560,8/25/2018 6:32,93,1.5,1.6,74
,,,,,,,,,,
H:/Master Research/04-Proposal for Methodology/Roadroid Survey/04- 25-08-2018 Cairo-Alex Disert Road,867363024672796_30066933_31145091_20180825063152_0_M_a9756477-e1a1-423b-9969-46eeffe1838b.jpg,30.06693306,31.14509111,1440,2560,8/25/2018 6:31,88,2,2,99
,,,,,,,,,,
H:/Master Research/04-Proposal for Methodology/Roadroid Survey/04- 25-08-2018 Cairo-Alex Disert Road,867363024672796_30067012_31137845_20180825063219_0_M_a9756477-e1a1-423b-9969-46eeffe1838b.jpg,30.06701278,31.13784556,1440,2560,8/25/2018 6:32,91,1.4,1.8,74
,,,,,,,,,,
H:/Master Research/04-Proposal for Methodology/Roadroid Survey/04- 25-08-2018 Cairo-Alex Disert Road,867363024672796_30067092_31138894_20180825063215_0_M_a9756477-e1a1-423b-9969-46eeffe1838b.jpg,30.06709278,31.13889389,1440,2560,8/25/2018 6:32,94,2,2.1,76
,,,,,,,,,,
H:/Master Research/04-Proposal for Methodology/Roadroid Survey/04- 25-08-2018 Cairo-Alex Disert Road,867363024672796_30067142_31139982_20180825063211_0_M_a9756477-e1a1-423b-9969-46eeffe1838b.jpg,30.0671425,31.13998278,1440,2560,8/25/2018 6:32,97,1.5,1.5,78
,,,,,,,,,,
H:/Master Research/04-Proposal for Methodology/Roadroid Survey/04- 25-08-2018 Cairo-Alex Disert Road,867363024672796_30067176_31141875_20180825063204_0_M_a9756477-e1a1-423b-9969-46eeffe1838b.jpg,30.06717667,31.14187583,1440,2560,8/25/2018 6:32,94,1.6,1.7,94
,,,,,,,,,,
H:/Master Research/04-Proposal for Methodology/Roadroid Survey/04- 25-08-2018 Cairo-Alex Disert Road,867363024672796_30067190_31141009_20180825063207_0_M_a9756477-e1a1-423b-9969-46eeffe1838b.jpg,30.06719083,31.14100944,1440,2560,8/25/2018 6:32,97,1.4,1.5,97
,,,,,,,,,,
H:/Master Research/04-Proposal for Methodology/Roadroid Survey/04- 25-08-2018 Cairo-Alex Disert Road,867363024672796_30067200_31142955_20180825063200_0_M_a9756477-e1a1-423b-9969-46eeffe1838b.jpg,30.06720028,31.14295556,1440,2560,8/25/2018 6:32,89,1.6,1.8,102
,,,,,,,,,,
H:/Master Research/04-Proposal for Methodology/Roadroid Survey/04- 25-08-2018 Cairo-Alex Disert Road,867363024672796_30067317_31018231_20180825064040_0_M_a9756477-e1a1-423b-9969-46eeffe1838b.jpg,30.06731694,31.01823167,1440,2560,8/25/2018 6:40,55,1.3,0.9,132
,,,,,,,,,,
H:/Master Research/04-Proposal for Methodology/Roadroid Survey/04- 25-08-2018 Cairo-Alex Disert Road,867363024672796_30067899_31017409_20180825064046_0_M_a9756477-e1a1-423b-9969-46eeffe1838b.jpg,30.06789917,31.01740944,1440,2560,8/25/2018 6:40,60,1.2,1,134
,,,,,,,,,,
H:/Master Research/04-Proposal for Methodology/Roadroid Survey/04- 25-08-2018 Cairo-Alex Disert Road,867363024672796_30069780_31014752_20180825064108_0_M_a9756477-e1a1-423b-9969-46eeffe1838b.jpg,30.06978,31.01475222,1440,2560,8/25/2018 6:41,55,1.4,1.5,131
,,,,,,,,,,
H:/Master Research/04-Proposal for Methodology/Roadroid Survey/04- 25-08-2018 Cairo-Alex Disert Road,867363024672796_30069953_31014484_20180825064111_0_M_a9756477-e1a1-423b-9969-46eeffe1838b.jpg,30.06995306,31.01448389,1440,2560,8/25/2018 6:41,38,1.4,0.8,131
,,,,,,,,,,
H:/Master Research/04-Proposal for Methodology/Roadroid Survey/04- 25-08-2018 Cairo-Alex Disert Road,867363024672796_30070621_31012927_20180825064252_0_M_e804b884-9078-48f4-bb80-016f35e74bbd.jpg,30.07062167,31.0129275,1440,2560,8/25/2018 6:42,14,1.4,0,145
,,,,,,,,,,
H:/Master Research/04-Proposal for Methodology/Roadroid Survey/04- 25-08-2018 Cairo-Alex Disert Road,867363024672796_30071193_31011911_20180825064306_0_M_e804b884-9078-48f4-bb80-016f35e74bbd.jpg,30.07119306,31.01191083,1440,2560,8/25/2018 6:43,24,2,0.5,149
,,,,,,,,,,
H:/Master Research/04-Proposal for Methodology/Roadroid Survey/04- 25-08-2018 Cairo-Alex Disert Road,867363024672796_30071881_31011018_20180825064314_0_M_e804b884-9078-48f4-bb80-016f35e74bbd.jpg,30.07188111,31.01101778,1440,2560,8/25/2018 6:43,50,1.5,1.1,145
,,,,,,,,,,
H:/Master Research/04-Proposal for Methodology/Roadroid Survey/04- 25-08-2018 Cairo-Alex Disert Road,867363024672796_30072453_31010291_20180825064320_0_M_e804b884-9078-48f4-bb80-016f35e74bbd.jpg,30.07245306,31.01029167,1440,2560,8/25/2018 6:43,55,1.3,0.9,144
,,,,,,,,,,
H:/Master Research/04-Proposal for Methodology/Roadroid Survey/04- 25-08-2018 Cairo-Alex Disert Road,867363024672796_30073004_30939249_20180825064808_0_M_e804b884-9078-48f4-bb80-016f35e74bbd.jpg,30.07300417,30.93924972,1440,2560,8/25/2018 6:48,102,1.4,1.4,161
,,,,,,,,,,
H:/Master Research/04-Proposal for Methodology/Roadroid Survey/04- 25-08-2018 Cairo-Alex Disert Road,867363024672796_30073061_30938104_20180825064812_0_M_e804b884-9078-48f4-bb80-016f35e74bbd.jpg,30.07306083,30.93810417,1440,2560,8/25/2018 6:48,98,1.3,1.3,166
,,,,,,,,,,
H:/Master Research/04-Proposal for Methodology/Roadroid Survey/04- 25-08-2018 Cairo-Alex Disert Road,867363024672796_30073065_30940188_20180825064805_0_M_e804b884-9078-48f4-bb80-016f35e74bbd.jpg,30.07306556,30.94018861,1440,2560,8/25/2018 6:48,106,1.4,1.4,153
,,,,,,,,,,
H:/Master Research/04-Proposal for Methodology/Roadroid Survey/04- 25-08-2018 Cairo-Alex Disert Road,867363024672796_30073216_30941132_20180825064802_0_M_e804b884-9078-48f4-bb80-016f35e74bbd.jpg,30.07321667,30.94113222,1440,2560,8/25/2018 6:48,111,1.4,1.1,145
,,,,,,,,,,
H:/Master Research/04-Proposal for Methodology/Roadroid Survey/04- 25-08-2018 Cairo-Alex Disert Road,867363024672796_30073279_30937031_20180825064816_0_M_e804b884-9078-48f4-bb80-016f35e74bbd.jpg,30.07327917,30.93703167,1440,2560,8/25/2018 6:48,93,1.5,1.4,168
,,,,,,,,,,
H:/Master Research/04-Proposal for Methodology/Roadroid Survey/04- 25-08-2018 Cairo-Alex Disert Road,867363024672796_30073299_30941461_20180825064801_0_M_e804b884-9078-48f4-bb80-016f35e74bbd.jpg,30.07329944,30.94146167,1440,2560,8/25/2018 6:48,115,1.6,1,138
,,,,,,,,,,
H:/Master Research/04-Proposal for Methodology/Roadroid Survey/04- 25-08-2018 Cairo-Alex Disert Road,867363024672796_30073531_30935995_20180825064820_0_M_e804b884-9078-48f4-bb80-016f35e74bbd.jpg,30.07353111,30.935995,1440,2560,8/25/2018 6:48,93,1.3,1.7,171
,,,,,,,,,,
H:/Master Research/04-Proposal for Methodology/Roadroid Survey/04- 25-08-2018 Cairo-Alex Disert Road,867363024672796_30073702_30935190_20180825064823_0_M_e804b884-9078-48f4-bb80-016f35e74bbd.jpg,30.07370222,30.93519056,1440,2560,8/25/2018 6:48,96,1.5,1.6,168
,,,,,,,,,,
H:/Master Research/04-Proposal for Methodology/Roadroid Survey/04- 25-08-2018 Cairo-Alex Disert Road,867363024672796_30073934_30934083_20180825064827_0_M_e804b884-9078-48f4-bb80-016f35e74bbd.jpg,30.07393472,30.93408306,1440,2560,8/25/2018 6:48,99,1.4,1.3,169
,,,,,,,,,,
H:/Master Research/04-Proposal for Methodology/Roadroid Survey/04- 25-08-2018 Cairo-Alex Disert Road,867363024672796_30074239_30932953_20180825064831_0_M_e804b884-9078-48f4-bb80-016f35e74bbd.jpg,30.07423917,30.93295361,1440,2560,8/25/2018 6:48,103,1.3,1.4,168
,,,,,,,,,,
H:/Master Research/04-Proposal for Methodology/Roadroid Survey/04- 25-08-2018 Cairo-Alex Disert Road,867363024672796_30074405_30932079_20180825064834_0_M_e804b884-9078-48f4-bb80-016f35e74bbd.jpg,30.074405,30.93207917,1440,2560,8/25/2018 6:48,106,1.4,1.4,163
,,,,,,,,,,
H:/Master Research/04-Proposal for Methodology/Roadroid Survey/04- 25-08-2018 Cairo-Alex Disert Road,867363024672796_30074618_30931150_20180825064837_0_M_e804b884-9078-48f4-bb80-016f35e74bbd.jpg,30.07461861,30.93115,1440,2560,8/25/2018 6:48,109,1.3,1.3,163
,,,,,,,,,,
H:/Master Research/04-Proposal for Methodology/Roadroid Survey/04- 25-08-2018 Cairo-Alex Disert Road,867363024672796_30074819_30930226_20180825064840_0_M_e804b884-9078-48f4-bb80-016f35e74bbd.jpg,30.07481972,30.93022611,1440,2560,8/25/2018 6:48,111,2.8,1.4,163
,,,,,,,,,,
H:/Master Research/04-Proposal for Methodology/Roadroid Survey/04- 25-08-2018 Cairo-Alex Disert Road,867363024672796_30075109_30928987_20180825064844_0_M_e804b884-9078-48f4-bb80-016f35e74bbd.jpg,30.07510944,30.92898722,1440,2560,8/25/2018 6:48,111,3.8,2.1,165
,,,,,,,,,,
H:/Master Research/04-Proposal for Methodology/Roadroid Survey/04- 25-08-2018 Cairo-Alex Disert Road,867363024672796_30075339_30928063_20180825064847_0_M_e804b884-9078-48f4-bb80-016f35e74bbd.jpg,30.07533972,30.92806306,1440,2560,8/25/2018 6:48,110,2.1,1.6,165
,,,,,,,,,,
H:/Master Research/04-Proposal for Methodology/Roadroid Survey/04- 25-08-2018 Cairo-Alex Disert Road,867363024672796_30075557_30927181_20180825064850_0_M_e804b884-9078-48f4-bb80-016f35e74bbd.jpg,30.07555694,30.92718111,1440,2560,8/25/2018 6:48,107,1.3,1.3,166
,,,,,,,,,,
H:/Master Research/04-Proposal for Methodology/Roadroid Survey/04- 25-08-2018 Cairo-Alex Disert Road,867363024672796_30075798_30926055_20180825064854_0_M_e804b884-9078-48f4-bb80-016f35e74bbd.jpg,30.07579833,30.92605556,1440,2560,8/25/2018 6:48,103,1.6,1.6,170
,,,,,,,,,,
H:/Master Research/04-Proposal for Methodology/Roadroid Survey/04- 25-08-2018 Cairo-Alex Disert Road,867363024672796_30075908_31004421_20180825064358_0_M_e804b884-9078-48f4-bb80-016f35e74bbd.jpg,30.07590806,31.00442167,1440,2560,8/25/2018 6:43,66,1.3,1,145
,,,,,,,,,,
H:/Master Research/04-Proposal for Methodology/Roadroid Survey/04- 25-08-2018 Cairo-Alex Disert Road,867363024672796_30075978_31004289_20180825064359_0_M_e804b884-9078-48f4-bb80-016f35e74bbd.jpg,30.07597833,31.00428917,1440,2560,8/25/2018 6:43,76,1.2,0.8,135
,,,,,,,,,,
H:/Master Research/04-Proposal for Methodology/Roadroid Survey/04- 25-08-2018 Cairo-Alex Disert Road,867363024672796_30075987_30925219_20180825064857_0_M_e804b884-9078-48f4-bb80-016f35e74bbd.jpg,30.0759875,30.92521972,1440,2560,8/25/2018 6:48,97,1.6,1.9,176
,,,,,,,,,,
H:/Master Research/04-Proposal for Methodology/Roadroid Survey/04- 25-08-2018 Cairo-Alex Disert Road,867363024672796_30076253_30924143_20180825064901_0_M_e804b884-9078-48f4-bb80-016f35e74bbd.jpg,30.07625306,30.92414333,1440,2560,8/25/2018 6:49,96,1.4,1.6,177
,,,,,,,,,,
H:/Master Research/04-Proposal for Methodology/Roadroid Survey/04- 25-08-2018 Cairo-Alex Disert Road,867363024672796_30076392_31003561_20180825064403_0_M_e804b884-9078-48f4-bb80-016f35e74bbd.jpg,30.07639194,31.00356139,1440,2560,8/25/2018 6:44,79,1.3,0.4,128
,,,,,,,,,,
H:/Master Research/04-Proposal for Methodology/Roadroid Survey/04- 25-08-2018 Cairo-Alex Disert Road,867363024672796_30076490_30923012_20180825064905_0_M_e804b884-9078-48f4-bb80-016f35e74bbd.jpg,30.07649028,30.92301222,1440,2560,8/25/2018 6:49,98,1.5,1.6,177
,,,,,,,,,,
H:/Master Research/04-Proposal for Methodology/Roadroid Survey/04- 25-08-2018 Cairo-Alex Disert Road,867363024672796_30076687_30922168_20180825064908_0_M_e804b884-9078-48f4-bb80-016f35e74bbd.jpg,30.07668778,30.92216833,1440,2560,8/25/2018 6:49,101,1.6,2.2,176
,,,,,,,,,,
H:/Master Research/04-Proposal for Methodology/Roadroid Survey/04- 25-08-2018 Cairo-Alex Disert Road,867363024672796_30076817_31002728_20180825064407_0_M_e804b884-9078-48f4-bb80-016f35e74bbd.jpg,30.07681778,31.00272889,1440,2560,8/25/2018 6:44,82,1.2,1.3,129
,,,,,,,,,,
H:/Master Research/04-Proposal for Methodology/Roadroid Survey/04- 25-08-2018 Cairo-Alex Disert Road,867363024672796_30076944_30921039_20180825064912_0_M_e804b884-9078-48f4-bb80-016f35e74bbd.jpg,30.07694389,30.92103917,1440,2560,8/25/2018 6:49,101,1.7,2.2,176
,,,,,,,,,,
H:/Master Research/04-Proposal for Methodology/Roadroid Survey/04- 25-08-2018 Cairo-Alex Disert Road,867363024672796_30077296_31001868_20180825064411_0_M_e804b884-9078-48f4-bb80-016f35e74bbd.jpg,30.07729639,31.00186833,1440,2560,8/25/2018 6:44,87,1.3,1.2,134
